Kingdom,Phylum,Class,Order,Family,Genus,total_counts,Flight-February,Flight-April,Ground-February,Ground-April,month_presence,area_presence,presence_type
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Chalastospora,114,114,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pseudomassarinaceae,Pseudomassarina,47,47,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,1184,1184,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Torula,1129,772,264,93,0,Both months,Both sites,All except April-flight
Fungi,Ascomycota,Dothideomycetes,Superstratomycetales,Superstratomycetaceae,Superstratomyces,8,8,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Zaanenomyces,198,0,198,0,0,Only April,Only Flight,Only April-Flight
Fungi,Ascomycota,Dothideomycetes,Valsariales,Valsariaceae,Valsaria,246,0,246,0,0,Only April,Only Flight,Only April-Flight
Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Bellamyces,187,187,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Tothia,46,46,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_fam_Incertae_sedis,Anthracina,25,25,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_fam_Incertae_sedis,Neophaeococcomyces,1194,1194,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,216,0,0,216,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,1344496,385958,338075,362078,258385,Both months,Both sites,All sample types
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,33,33,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,2561,1768,144,649,0,Both months,Both sites,All except April-flight
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Lithohypha,148,0,148,0,0,Only April,Only Flight,Only April-Flight
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Trichomerium,163,0,0,163,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,6668,641,3296,2731,0,Both months,Both sites,All except April-flight
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Paecilomyces,3179,38,1758,181,1202,Both months,Both sites,All sample types
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,41634,15691,3598,18253,4092,Both months,Both sites,All sample types
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces,161,0,0,8,153,Both months,Only Ground,Only Ground
Fungi,Ascomycota,Eurotiomycetes,Phaeomoniellales,Phaeomoniellaceae,Phaeomoniellaceae_gen_Incertae_sedis,212,212,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Verrucaria,349,0,349,0,0,Only April,Only Flight,Only April-Flight
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Evernia,104,104,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Scoliciosporaceae,Scoliciosporum,1187,1187,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,287,0,0,287,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Leotiomycetes,Helotiales,Calloriaceae,Calloriaceae_gen_Incertae_sedis,8,0,0,8,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,916,0,0,0,916,Only April,Only Ground,Only April-Ground
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Cryptocline,314,314,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Incrucipulum,227,117,110,0,0,Both months,Only Flight,Only Flight
Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum,1149,1149,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,191,0,191,0,0,Only April,Only Flight,Only April-Flight
Fungi,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Thelebolus,245,0,245,0,0,Only April,Only Flight,Only April-Flight
Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,218,218,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Pezizomycetes,Pezizales,Discinaceae,Discinaceae_gen_Incertae_sedis,19,19,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,3,0,0,3,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,157,0,50,107,0,Both months,Both sites,April-Flight and February-Ground
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,55,55,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,26,12,0,0,14,Both months,Both sites,February-Flight and April-Ground
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,290,37,0,162,91,Both months,Both sites,All except April-flight
Fungi,Ascomycota,Sordariomycetes,Calosphaeriales,Calosphaeriaceae,Jattaea,73,0,0,73,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,Gnomoniopsis,23,0,0,23,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Valsa,59,0,0,59,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,22,0,0,22,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Brunneomyces,506,506,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,157,0,0,157,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Stanjemonium,922,709,213,0,0,Both months,Only Flight,Only Flight
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Valsonectria,44,0,44,0,0,Only April,Only Flight,Only April-Flight
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Claviceps,311,62,0,249,0,Only February,Both sites,Only February
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,2062,1266,0,796,0,Only February,Both sites,Only February
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,62,62,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,260,173,32,55,0,Both months,Both sites,All except April-flight
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Sarocladium,14055,2765,3487,1618,6185,Both months,Both sites,All sample types
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,7177,839,469,5869,0,Both months,Both sites,All except April-flight
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Niessliaceae,Niesslia,25,0,0,25,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Purpureocillium,187,0,0,0,187,Only April,Only Ground,Only April-Ground
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Striaticonidium,458,0,0,0,458,Only April,Only Ground,Only April-Ground
Fungi,Ascomycota,Sordariomycetes,Melanosporales,Melanosporaceae,Melanospora,9,0,0,0,9,Only April,Only Ground,Only April-Ground
Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,Myrmecridiaceae,Myrmecridium,763,0,0,55,708,Both months,Only Ground,Only Ground
Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,139,139,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Melanocarpus,1101,0,1101,0,0,Only April,Only Flight,Only April-Flight
Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apodus,621,0,0,621,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Sordariomycetes,Togniniales,Togniniaceae,Phaeoacremonium,101,0,0,0,101,Only April,Only Ground,Only April-Ground
Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Trichosphaeriaceae,Nigrospora,1666,0,148,1518,0,Both months,Both sites,April-Flight and February-Ground
Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Apiospora,2158,52,0,2106,0,Only February,Both sites,Only February
Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Cryptovalsa,21,0,0,21,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Eutypa,87,0,0,87,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Eutypella,306,306,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Sordariomycetes,Xylariales,Graphostromataceae,Biscogniauxia,29,0,0,29,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypoxylon,19699,9857,0,9842,0,Only February,Both sites,Only February
Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Anthostomella,9208,9208,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Hansfordia,450,450,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,2460,1719,0,741,0,Only February,Both sites,Only February
Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrinaceae_gen_Incertae_sedis,159,0,0,159,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,247,0,0,247,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,Crepidotus,93,49,0,44,0,Only February,Both sites,Only February
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cystostereaceae,Cystostereaceae_gen_Incertae_sedis,840,840,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,47,0,47,0,0,Only April,Only Flight,Only April-Flight
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Arrhenia,156,0,0,156,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Lyophyllum,523,0,0,523,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,1955,739,899,317,0,Both months,Both sites,All except April-flight
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,746,389,131,226,0,Both months,Both sites,All except April-flight
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,2837,0,900,0,1937,Only April,Both sites,Only April
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Rhodocollybia,351,245,0,106,0,Only February,Both sites,Only February
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Cylindrobasidium,274,0,0,274,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Flammulina,574,0,0,574,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Strobilurus,5,0,5,0,0,Only April,Only Flight,Only April-Flight
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,216,152,0,64,0,Only February,Both sites,Only February
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,66,66,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,202,108,94,0,0,Both months,Only Flight,Only Flight
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,72,0,0,72,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pterulaceae,Coronicium,13,13,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Radulomycetaceae,Radulomyces,1073,1004,69,0,0,Both months,Only Flight,Only Flight
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pholiota,915,152,0,763,0,Only February,Both sites,Only February
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Baeospora,39,39,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,66,0,0,66,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Hemimycena,15,0,0,15,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Leucopaxillus,169,0,0,169,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Resupinatus,157,157,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,46,46,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholosporum,195,0,0,195,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Xeromphalina,102,0,102,0,0,Only April,Only Flight,Only April-Flight
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Typhulaceae,Typhula,6,0,0,6,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Agaricomycetes_ord_Incertae_sedis,Xenasmataceae,Xenasmatella,454,454,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Agaricomycetes,Amylocorticiales,Amylocorticiaceae,Amyloxenasma,334,0,334,0,0,Only April,Only Flight,Only April-Flight
Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Athelia,88,0,12,0,76,Only April,Both sites,Only April
Fungi,Basidiomycota,Agaricomycetes,Atheliales,Tylosporaceae,Amphinema,378,378,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Agaricomycetes,Atheliales,Tylosporaceae,Tylosporaceae_gen_Incertae_sedis,14,0,0,14,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Exidiaceae,Exidiopsis,608,608,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Hyaloriaceae,Myxarium,79,0,0,79,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Botryobasidiaceae,Botryobasidium,188,72,0,116,0,Only February,Both sites,Only February
Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidiaceae_gen_Incertae_sedis,183,0,183,0,0,Only April,Only Flight,Only April-Flight
Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Burgoa,4509,0,280,4229,0,Both months,Both sites,April-Flight and February-Ground
Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Sistotrema,1741,773,0,390,578,Both months,Both sites,All except April-flight
Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Limonomyces,14,14,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Agaricomycetes,Corticiales,Punctulariaceae,Punctularia,109,0,0,109,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Corticiales,Vuilleminiaceae,Vuilleminia,1330,678,478,174,0,Both months,Both sites,All except April-flight
Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Neolentinus,3077,0,3077,0,0,Only April,Only Flight,Only April-Flight
Fungi,Basidiomycota,Agaricomycetes,Gomphales,Lentariaceae,Kavinia,57,0,0,57,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fuscoporia,382,382,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hymenochaetaceae_gen_Incertae_sedis,77,0,77,0,0,Only April,Only Flight,Only April-Flight
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hymenochaete,1507,0,431,138,938,Both months,Both sites,All except April-flight
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinus,387,85,0,302,0,Only February,Both sites,Only February
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetales_fam_Incertae_sedis,Hymenochaetales_gen_Incertae_sedis,19,19,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetales_fam_Incertae_sedis,Trichaptum,53,26,0,27,0,Only February,Both sites,Only February
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Peniophorella,487,178,0,309,0,Only February,Both sites,Only February
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Fasciodontia,220,0,0,220,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Hyphodontia,356,312,0,44,0,Only February,Both sites,Only February
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Lyomyces,46,46,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Xylodon,2822,2472,80,270,0,Both months,Both sites,All except April-flight
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Tubulicrinaceae,Tubulicrinis,180,0,0,180,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Cerrenaceae,Cerrena,1925,0,293,276,1356,Both months,Both sites,All except April-flight
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Dacryobolaceae,Dacryobolus,179,179,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Amyloporia,969,0,0,75,894,Both months,Only Ground,Only Ground
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Fibroporia,277,277,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Postia,690,0,0,0,690,Only April,Only Ground,Only April-Ground
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Sarcoporia,67,0,0,67,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Incrustoporiaceae,Skeletocutis,399,0,0,55,344,Both months,Only Ground,Only Ground
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Meruliopsis,1283,143,0,1140,0,Only February,Both sites,Only February
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Trametopsis,226,0,0,226,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,Rigidoporus,591,0,0,96,495,Both months,Only Ground,Only Ground
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Mycoacia,56,0,0,56,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebia,718,61,32,625,0,Both months,Both sites,All except April-flight
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Bjerkandera,4452,0,200,1111,3141,Both months,Both sites,All except April-flight
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phaeophlebiopsis,59,0,0,59,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phanerochaete,125,0,0,125,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phlebiopsis,13,13,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Terana,26,0,0,26,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,245,0,245,0,0,Only April,Only Flight,Only April-Flight
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Daedaleopsis,2385,0,263,684,1438,Both months,Both sites,All except April-flight
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Lenzites,905,0,108,321,476,Both months,Both sites,All except April-flight
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Perenniporia,55,55,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,15912,611,476,8062,6763,Both months,Both sites,All sample types
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporales_fam_Incertae_sedis,Crustoderma,120,120,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporales_fam_Incertae_sedis,Pycnoporellus,674,0,0,674,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Cabalodontia,116,0,116,0,0,Only April,Only Flight,Only April-Flight
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Fibricium,85,0,0,85,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Steccherinum,346,346,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Metulodontia,6,0,0,6,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Peniophora,3262,1674,0,1588,0,Only February,Both sites,Only February
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,38,0,0,38,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulales_fam_Incertae_sedis,Confertobasidium,383,0,0,383,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Stereum,542,371,0,156,15,Both months,Both sites,All except April-flight
Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,1120,894,0,226,0,Only February,Both sites,Only February
Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbaceae,Pseudobensingtonia,73,73,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbaceae,Sterigmatomyces,9509,56,0,0,9453,Both months,Both sites,February-Flight and April-Ground
Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Kurtzmanomyces,270,75,0,195,0,Only February,Both sites,Only February
Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Kondoaceae,Kondoa,683,212,471,0,0,Both months,Only Flight,Only Flight
Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,712,712,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiomycetes_ord_Incertae_sedis,Buckleyzymaceae,Buckleyzyma,1280,659,0,115,506,Both months,Both sites,All except April-flight
Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiomycetes_ord_Incertae_sedis,Symmetrosporaceae,Symmetrospora,3436,1620,296,1520,0,Both months,Both sites,All except April-flight
Fungi,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiaceae,Erythrobasidium,693,0,0,693,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Exobasidiomycetes,Entylomatales,Entylomataceae,Tilletiopsis,10,10,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidiaceae,Exobasidium,2,2,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Exobasidiomycetes,Microstromatales,Microstromatales_fam_Incertae_sedis,Pseudomicrostroma,4,4,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Basidiomycota,Exobasidiomycetes,Microstromatales,Quambalariaceae,Quambalaria,44,0,0,44,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Exobasidiomycetes,Robbauerales,Robbaueraceae,Robbauera,156,0,0,156,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,101155,19070,17097,18325,46663,Both months,Both sites,All sample types
Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malasseziaceae_gen_Incertae_sedis,1172,463,666,43,0,Both months,Both sites,All except April-flight
Fungi,Basidiomycota,Microbotryomycetes,Kriegeriales,Kriegeriaceae,Phenoliferia,408,0,408,0,0,Only April,Only Flight,Only April-Flight
Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Chrysozymaceae,Chrysozyma,49,0,0,49,0,Only February,Only Ground,Only February-Ground
Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Microbotryomycetes_fam_Incertae_sedis,Curvibasidium,786,0,0,0,786,Only April,Only Ground,Only April-Ground
Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodosporidiobolus,654,52,0,602,0,Only February,Both sites,Only February
Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,1557,0,569,988,0,Both months,Both sites,April-Flight and February-Ground
Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,438,234,0,204,0,Only February,Both sites,Only February
